name,state,location,control,for_profit,religious_affiliation,degree_type,distance,historically_black,enrollment,founded_in,closed_merged_in,accreditation
Nebraska Methodist College,Nebraska,Omaha,Private,1,Methodist,,,,707,1959,,
Union College,Nebraska,Lincoln,Private,1,Christian,,,,810,1959,,
Franciscan University of Steubenville,Ohio,Steubenville,Private,0,0,Masters University,,,,1959,,
New Mexico Military Institute,New Mexico,Roswell (Main),Public,0,0,Specialized Focus: Military,,,412,1959,,
New York Law School,New York,New York,Private,1,Non-sectarian,Specialized Focus: Law,,,"1,096",1959,,
Lenoir–Rhyne University,North Carolina,Hickory,Private,1,0,Baccalaureate College,,,"2,700",1959,,
Lourdes University,Ohio,Sylvania,Private,0,0,Masters University,,,,1960,,
Meredith College,North Carolina,Raleigh,Private,1,0,Baccalaureate College,,,"1,905",1960,,
North Carolina Agricultural and Technical State University,North Carolina,Greensboro,Public,0,0,Doctoral University,,,"10,636",1960,,
Mount Vernon Nazarene University,Ohio,Mount Vernon,Private,0,Non-sectarian,Masters University,,,,1960,,
University of North Carolina at Greensboro,North Carolina,Greensboro,Public,0,0,Doctoral University,,,"18,516",1960,,
Elizabeth City State University,North Carolina,Elizabeth City,Public,0,0,Masters University,,,"2,878",1960,,
George Fox University,Oregon,Newberg,Private,1,Quaker,Doctoral University,,,"3,382",1960,,
Baker Business College,Oregon,Baker,Private,1,Methodist,,,,,1960,1976,
Portland University,Oregon,Portland,x,x,Catholic,,,,,1960,1900,
Drexel University,Pennsylvania,Philadelphia,Private,1,0,Baccalaureate College,,,"23,637",1960,,
Walsh University,Ohio,North Canton,Private,0,Roman Catholic,Masters University,,,,1960,,
Drexel University,Pennsylvania,Philadelphia,Private,1,0,Doctoral University,,,"23,637",1960,,
North Greenville University,South Carolina,Tigerville,Private,1,Baptist,Baccalaureate College,,,2578,1960,,SACS
Lipscomb University,Tennessee,Nashville,Private,1,Churches of Christ,Doctoral University,,,,1960,,
Texas Lutheran University,Texas,,Private,1,Lutheran,Baccalaureate College,,,,1960,,
Hardin-Simmons University,Texas,,Private,1,Baptist,Baccalaureate College,,,,1960,,
Stevens-Henager College,Utah,Ogden,Private,1,0,Baccalaureate College,,,,1960,,
Randolph College,Virginia,Lynchburg,Private,1,0,Baccalaureate College,,,626,1960,,SACS
Seattle Pacific University,Washington,Seattle,Private,0,0,Doctoral University,,,"2,876",1960,,
Kettering College,Ohio,Kettering,Private,0,Seventh-day Adventist Church,Specialized Focus: Medicine,,,,1960,,
Seattle University,Washington,Seattle,Private,0,0,Doctoral University,,,"4,764",1961,,
Central Washington University,Washington,Ellensburg,Public,1,0,Masters University,,,"12,342",1961,,
West Virginia State University,West Virginia,Institute,Public,1,0,Masters University,,,"2,644",1961,,"NCATE, HLC"
Miami-Jacobs Career College,Ohio,Dayton,Private,1,Non-sectarian,,,,,1961,,
University of Wisconsin–Stout,Wisconsin,Menomonie,Public,0,0,Masters University,,,"9,339",1961,,"HLC, AAMFT, ADA, NASAD, NCATE"
Cincinnati Christian University,Ohio,Cincinnati,Private,0,Christian,,,,,1961,2019,
Edgecliff College,Ohio,Cincinnati,Private,1,Catholic,,,,,1961,1980,
Brown Mackie College,Arizona,Phoenix,Private,1,Non-sectarian,Baccalaureate College,,,919,1961,,
A.T. Still University,Arizona,Phoenix,Private,1,0,Doctoral University,,,3723,1961,,
John Brown University,Arkansas,Conway,Private,1,Christian,Baccalaureate College,,,827,1961,,
Greenville University,Illinois,Greenville,Private,1,Christian,Baccalaureate College,,,872,1961,,
Strayer University,Kentucky,Washington D.C.,Private,1,Christian,Baccalaureate College,,,"52,000",1961,,
Spencerian College,Kentucky,,Private,1,Non-sectarian,Baccalaureate College,,,,1961,2018,
Redlands Community College,Oklahoma,El Reno,Public,0,Christian,Associates College,,,"2,661",1961,,
Central Michigan University,Michigan,Mount Pleasant,Public,0,0,Doctoral University,,,"25,986",1961,,"HLC, ADA, APTA, APA, ASHA, LCME, NASAD, NASM, TCATE"
William Carey University - Hattiesburg and Biloxi,Mississippi,,Private,1,Christian,,,,,1961,,
Grand Island Baptist College,Nebraska,Grand Island,Private,1,Christian,,,,,1961,1931,
Oklahoma State University Institute of Technology,Oklahoma,Okmulgee,Public,0,0,Baccalaureate College,,,"2,403",1961,,
Rose State College,Oklahoma,Midwest City,Public,0,Baptist,Baccalaureate College,,,"6,891",1961,,
Western Oklahoma State College,Oklahoma,Altus,Public,0,0,Baccalaureate College,,,"1,278",1961,,
Lincoln Normal University,Nebraska,Lincoln,Private,1,Christian,,,,,1961,,
Southwestern Christian University,Oklahoma,Bethany,Private,1,Christian,Baccalaureate College,,,598,1961,,
Strayer University,New Jersey,Cherry Hill,Private,1,0,Masters University,,,"54,325",1961,,MSCHE
Ithaca College,New York,Ithaca,Private,1,Non-sectarian,Baccalaureate College,,,"7,131",1961,,
Winston-Salem State University,North Carolina,Winston-Salem,Public,0,0,Masters University,,,"5,689",1961,,
Oklahoma State University,Oklahoma,Stillwater,Public,0,Non-sectarian,Doctoral University,,,"24,649",1961,,
Oklahoma State University,Oklahoma,Tulsa,Public,0,Non-sectarian,Doctoral University,,,"24,649",1961,,
Oklahoma State University - Center for Health Sciences,Oklahoma,Tulsa,Public,0,Non-sectarian,Doctoral University,,,,1961,,
University of Oklahoma Health Sciences Center,Oklahoma,Oklahoma City,Public,0,Non-sectarian,Doctoral University,,,"3,100",1961,,
Randall University,Oklahoma,Moore,Private,1,Christian,Doctoral University,,,317,1961,,
Malone University,Ohio,Canton,Private,0,0,Masters University,,,,1961,,
Charis Bible College,Oklahoma,Oklahoma City,Private,1,Christian,Doctoral University,,,,1961,,
Eastern Oregon College,Oregon,La Grande,x,x,Non-sectarian,,,,,1962,1898,
Mineral Springs College,Oregon,Sodaville,x,x,Christian,,,,,1962,1908,
University of Rhode Island,Rhodes Island,Kingston,Public,0,0,Doctoral University,,,17465,1962,,
Southern Adventist University,Tennessee,Collegedale,Private,1,Seventh-day Adventist,Masters University,,,,1962,,
Sentara College of Health Sciences,Virginia,Chesapeake,Private,1,0,Baccalaureate College,,,475,1962,,ABHES
Central Michigan University,Virginia,Multiple[10],Public,1,0,Doctoral University,,,"21,705",1962,,HLC
Strayer University,Virginia,Multiple[10],Private,1,0,Masters University,,,"12,918",1962,,MSCHE
Walla Walla University,Washington,College Place,Private,1,0,Masters University,,,"1,855",1962,,
West Virginia Junior College–Charleston,West Virginia,Charleston,Private,1,Catholic,Associates College,,,206,1962,,ACICS
Southern Connecticut State University,Connecticut,New Haven,Public,0,0,Masters University,,,"10,320",1962,,
Mid-America Christian University,Oklahoma,Oklahoma City,Private,1,Church of God,Masters University,,,"1,249",1962,,
Oklahoma Christian University,Oklahoma,Oklahoma City,Private,1,Church of Christ,Masters University,,,"2,247",1962,,
Lewis–Clark State College,Idaho,Lewiston,Public,1,Non-sectarian,Baccalaureate College,,,"4,304",1962,,
Oral Roberts University,Oklahoma,Tulsa,Private,1,Evangelical ,Masters University,,,"4,053",1962,,
Albion State Normal School,Idaho,Albion,Public,1,Christian,Baccalaureate College,,,,1962,1951,
Family of Faith College,Oklahoma,Shawnee,Private,1,Christian,Seminary,,,102,1962,,
Heartland Baptist Bible College,Oklahoma,Oklahoma City,Private,1,Independent Baptist,Seminary,,,,1962,,0
Phillips Theological Seminary,Oklahoma,Tulsa,Private,1,Christian,Seminary,,,138,1962,,
American Christian College & Seminary,Oklahoma,Oklahoma City,Private,1,Christian,Seminary,,,,1962,,
Spartan School of Aeronautics,Oklahoma,Tulsa,Private,1,Non-sectarian,Specialized Focus: Aviation,,,849,1962,,
Aurora University,Illinois,Aurora,Private,1,Christian,Baccalaureate College,,,"4,104",1962,,
Blue Mountain Community College,Oregon,Pendleton,Public,0,Christian,Associates College,,,"2,216",1962,,
Central Oregon Community College,Oregon,Bend,Public,0,Non-sectarian,Associates College,,,"4,048",1962,,
Chemeketa Community College,Oregon,Salem,Public,0,0,Associates College,,,"9,228",1962,,
Clackamas Community College,Oregon,Oregon City,Public,0,0,Associates College,,,"6,902",1963,,
Clatsop Community College,Oregon,Astoria,Public,0,Non-sectarian,Associates College,,,"1,610",1963,,
Columbia Gorge Community College,Oregon,The Dalles,Public,0,Non-sectarian,Associates College,,,831,1963,,
Lane Community College,Oregon,Eugene,Public,0,Christian,Associates College,,,"9,110",1963,,
Linn–Benton Community College,Oregon,Albany,Public,0,Non-sectarian,Associates College,,,"5,391",1963,,
Mt. Hood Community College,Oregon,Gresham,Public,0,Non-sectarian,Associates College,,,"7,817",1963,,
Oregon Coast Community College,Oregon,Newport,Public,0,Non-sectarian,Associates College,,,627,1963,,
Pioneer Pacific College,Oregon,Beaverton,Private,1,Seventh-day Adventist,Associates College,,,"1,015",1963,,
Portland Community College,Oregon,Portland,Public,0,Non-sectarian,Associates College,,,"24,505",1963,,
Rogue Community College,Oregon,"Grants Pass, Medford",Public,0,Non-sectarian,Associates College,,,"4,211",1963,,
Southwestern Oregon Community College,Oregon,Coos Bay,Public,0,Non-sectarian,Associates College,,,"2,114",1963,,
Sumner College,Oregon,Portland,Private,1,Christian,Associates College,,,263,1963,,
Tillamook Bay Community College,Oregon,Tillamook,Public,0,Non-sectarian,Associates College,,,243,1963,,
Treasure Valley Community College,Oregon,Ontario,Public,0,Non-sectarian,Associates College,,,"1,961",1963,,
Umpqua Community College,Oregon,Roseburg,Public,0,Non-sectarian,Associates College,,,"1,147",1963,,
Hood College,Maryland,Frederick,Private,0,Christian,,,,"2,052",1963,,
Concordia University,Minnesota,St. Paul,Private,0,Lutheran,Masters University,,,"2,958",1963,,"HLC, NCATE"
University of Montana Western,Montana,Dillon,Public,0,Non-sectarian,Baccalaureate College,,,"1,512",1963,,
Oregon Institute of Technology,Oregon,Klamath Falls,Public,0,0,Baccalaureate College,,,"3,372",1963,,
Montana State University,Montana,Bozeman,Public,0,0,Doctoral University,,,,1963,,
Warner Pacific University,Oregon,Portland,Private,1,Church of God,Baccalaureate College,,,512,1963,,
Montana State University,Montana,Bozeman,Public,0,0,Doctoral University,,,"15,561",1963,,
University of Montana,Montana,Missoula,Public,0,0,Doctoral University,,,"8,306",1963,,
Central Lutheran Theological Seminary,Nebraska,Fremont,,1,Lutheran,Seminary,,,,1963,1967,
Mount Saint Mary College,New Hampshire,Manchester/Hooksett,x,x,Catholic,,,,,1963,1978,
Portland State University[20],Oregon,Portland,Public,1,Non-sectarian,Doctoral University,,,"23,444",1963,,
Upsala College,New Jersey,East Orange and Wantage,Private,1,Lutheran-affiliated,,,,,1963,1995,
Corban University,Oregon,Salem,Private,1,Baptist,Masters University,,,754,1963,,
Eastern Oregon University,Oregon,La Grande,Public,0,0,Masters University,,,"3,338",1963,,
Southern Oregon University,Oregon,Ashland,Public,0,0,Masters University,,,"5,154",1963,,
New Mexico Highlands University,New Mexico,Las Vegas (Main)Farmington,Public,0,0,Masters University,,,"3,037",1963,,
Western New Mexico University,New Mexico,Silver City (Main)Deming,Public,0,Non-sectarian,Masters University,,,"3,248",1963,,
Gutenberg College,Oregon,Eugene,Private,1,Protestant,Seminary,,,48,1963,,
St Bernard's School of Theology and Ministry,New York,Rochester,Private,1,Catholic,Seminary,,,112,1963,,
Multnomah University,Oregon,Portland,Private,1,Protestant,Seminary,,,763,1963,,
New Hope Christian College,Oregon,Eugene,Private,1,Pentecostal,Seminary,,,192,1963,,
Western Seminary,Oregon,Portland,Private,1,Christian,Seminary,,,625,1963,,
Marylhurst University,Oregon,Marylhurst,x,x,Christian,,,,,1963,2018,
Johnson University,Tennessee,Knoxville,Private,1,Christian Churches/Churches of Christ,Doctoral University,,,,1963,,
Southwestern Adventist University,Texas,,Private,1,Christian,Baccalaureate College,,,,1963,,
